365	2.1842	0
411	2.1574	0
458	2.1395	0
504	2.1267	0
550	2.1173	0
597	2.1101	0
643	2.1044	0
690	2.0999	0
736	2.0962	0
782	2.0931	0
829	2.0904	0
875	2.0882	0
921	2.0862	0
968	2.0844	0
1014	2.0828	0
1060	2.0814	0
1107	2.0801	0
1153	2.0789	0
1199	2.0778	0
1246	2.0768	0
1292	2.0758	0
1338	2.0749	0
1385	2.0739	0
1431	2.0731	0
1477	2.0722	0
1524	2.0714	0
1570	2.0706	0
1616	2.0698	0
1663	2.069	0
1709	2.0682	0
1756	2.0674	0
1802	2.0666	0
1848	2.0658	0
1895	2.065	0
1941	2.0643	0
1987	2.0635	0
2034	2.0627	0
