287	1.563903	1.305356
289	1.582676	1.283301
291	1.601122	1.256838
292	1.618481	1.225594
294	1.633876	1.189349
295	1.646328	1.14804
297	1.654832	1.101894
299	1.658402	1.051283
300	1.656109	0.996794
302	1.647161	0.939222
303	1.630915	0.879537
305	1.606893	0.818723
307	1.574833	0.75789
308	1.53469	0.698121
310	1.486491	0.640434
311	1.430477	0.585888
313	1.366941	0.535283
315	1.296262	0.489484
316	1.218708	0.449164
318	1.13455	0.415094
319	1.043865	0.387986
321	0.946569	0.368853
323	0.842354	0.359249
324	0.730903	0.361827
326	0.612813	0.381234
327	0.492549	0.424405
329	0.382743	0.495542
331	0.298067	0.58564
332	0.240065	0.67844
334	0.20113	0.765051
335	0.174238	0.843474
337	0.154931	0.914245
339	0.14055	0.97844
340	0.129481	1.037143
342	0.120704	1.091178
343	0.113554	1.1414
345	0.107594	1.188308
347	0.102516	1.23244
348	0.098118	1.274177
350	0.094246	1.313843
351	0.090798	1.351682
353	0.087693	1.387909
355	0.084868	1.422745
356	0.082283	1.456321
358	0.079899	1.488752
359	0.077693	1.520143
361	0.075639	1.550652
362	0.073724	1.580296
364	0.071926	1.609153
366	0.070241	1.637295
367	0.06865	1.664816
369	0.067151	1.691718
370	0.065731	1.718057
372	0.064386	1.743859
374	0.063108	1.769176
375	0.061893	1.794054
377	0.060737	1.818485
378	0.059635	1.842541
380	0.058581	1.866208
382	0.057575	1.889528
383	0.056615	1.912487
385	0.055693	1.935149
386	0.05481	1.957499
388	0.053964	1.979574
390	0.053149	2.001356
391	0.052368	2.022904
393	0.051617	2.044203
394	0.050894	2.065258
396	0.050199	2.086102
398	0.049529	2.10674
399	0.048885	2.127155
401	0.048261	2.147377
402	0.047661	2.167411
404	0.047081	2.187285
406	0.046521	2.206981
407	0.04598	2.226503
409	0.045457	2.245878
410	0.044952	2.265087
412	0.044465	2.284158
414	0.043991	2.303071
415	0.043534	2.321873
417	0.043091	2.340525
418	0.042663	2.359051
420	0.042249	2.377474
422	0.041847	2.395757
423	0.041457	2.413943
425	0.041079	2.432013
426	0.040713	2.449971
428	0.040358	2.467819
430	0.040015	2.485579
431	0.039681	2.503233
433	0.039357	2.520803
434	0.039042	2.538272
436	0.038738	2.555661
438	0.038442	2.572951
439	0.038156	2.590185
441	0.037876	2.607304
442	0.037607	2.624369
444	0.037345	2.641343
446	0.037088	2.658247
447	0.036842	2.675081
449	0.036602	2.691828
450	0.036368	2.708528
452	0.036143	2.725143
453	0.035923	2.741713
455	0.03571	2.758201
457	0.035502	2.774646
458	0.035301	2.791012
460	0.035105	2.807318
461	0.034915	2.823583
463	0.034732	2.839772
465	0.034553	2.855923
466	0.03438	2.872017
468	0.034212	2.888057
469	0.034047	2.904042
471	0.033889	2.919974
473	0.033734	2.935871
474	0.033586	2.951699
476	0.033441	2.967494
477	0.033301	2.983238
479	0.033165	2.99895
481	0.033032	3.014613
482	0.032905	3.030228
484	0.032781	3.045796
485	0.032661	3.061334
487	0.032545	3.076826
489	0.032431	3.092273
490	0.032323	3.107691
492	0.032217	3.123065
493	0.032115	3.138396
495	0.032016	3.1537
497	0.031921	3.168914
498	0.031829	3.184182
500	0.031739	3.199376
501	0.031653	3.214499
503	0.031571	3.229705
505	0.03149	3.244841
506	0.031413	3.259906
508	0.031338	3.274902
509	0.031268	3.289829
511	0.031198	3.304841
513	0.031133	3.319785
514	0.031069	3.334661
516	0.031008	3.349621
517	0.030949	3.364515
519	0.030894	3.379342
521	0.03084	3.394105
522	0.030789	3.408804
524	0.03074	3.423587
525	0.030694	3.438305
527	0.030648	3.453106
528	0.030607	3.467699
530	0.030567	3.482375
532	0.030528	3.496989
533	0.030492	3.511542
535	0.030458	3.526177
536	0.030426	3.540752
538	0.030397	3.555267
540	0.030369	3.569723
541	0.030342	3.58426
543	0.030319	3.598739
544	0.030296	3.613159
546	0.030277	3.627522
548	0.030257	3.641966
549	0.030241	3.656353
551	0.030225	3.670683
552	0.030211	3.685093
554	0.030199	3.699448
556	0.030188	3.713746
557	0.03018	3.72799
559	0.030174	3.74218
560	0.030168	3.756449
562	0.030164	3.770664
564	0.030161	3.784958
565	0.03016	3.799067
567	0.030161	3.813254
568	0.030163	3.827389
570	0.030166	3.841603
572	0.030171	3.855634
573	0.030178	3.869743
575	0.030185	3.88393
576	0.030194	3.897937
578	0.030203	3.912022
579	0.030215	3.926056
581	0.030228	3.94004
583	0.030242	3.954101
584	0.030257	3.968112
586	0.030274	3.982074
587	0.030293	3.995988
589	0.030311	4.009977
591	0.030331	4.023918
592	0.030353	4.037811
594	0.030374	4.05178
595	0.030398	4.065701
597	0.030424	4.079574
599	0.030449	4.0934
600	0.030476	4.107302
602	0.030506	4.121035
603	0.030534	4.134965
605	0.030564	4.148727
607	0.030595	4.162564
608	0.030627	4.176355
610	0.030662	4.1901
611	0.030696	4.203801
613	0.030731	4.217576
615	0.030768	4.231306
616	0.030805	4.245109
618	0.030844	4.25875
619	0.030883	4.272465
621	0.030923	4.286135
622	0.030964	4.299879
624	0.031006	4.313579
626	0.031049	4.327235
627	0.031093	4.340849
629	0.031138	4.354534
630	0.031183	4.368063
632	0.03123	4.381664
634	0.031277	4.395336
635	0.031325	4.408966
637	0.031374	4.422554
638	0.031424	4.4361
640	0.031476	4.449606
642	0.031527	4.463182
643	0.03158	4.476717
645	0.031633	4.490212
646	0.031687	4.503777
648	0.031741	4.517301
650	0.031798	4.530785
651	0.031854	4.544339
653	0.031912	4.557743
654	0.03197	4.571217
656	0.032028	4.58476
657	0.032087	4.598155
659	0.032147	4.611619
661	0.032208	4.625045
662	0.03227	4.638539
664	0.032332	4.651886
665	0.032396	4.665303
667	0.032459	4.678681
669	0.032524	4.692127
670	0.032588	4.705535
672	0.032655	4.718905
673	0.032721	4.732237
675	0.032788	4.745637
677	0.032856	4.759
678	0.032925	4.772325
680	0.032995	4.785613
681	0.033064	4.798968
683	0.033135	4.812286
684	0.033206	4.825568
686	0.033277	4.838916
688	0.03335	4.852228
689	0.033423	4.865503
691	0.033497	4.878742
692	0.033571	4.892047
694	0.033646	4.905317
696	0.033722	4.91855
697	0.033798	4.93185
699	0.033876	4.945012
700	0.033952	4.958342
702	0.03403	4.971535
703	0.034109	4.984793
705	0.034188	4.997916
707	0.034267	5.011205
708	0.034348	5.024359
710	0.034429	5.037577
711	0.034511	5.050761
713	0.034593	5.063911
715	0.034675	5.077125
716	0.034758	5.090305
718	0.034842	5.103451
719	0.034926	5.116563
721	0.035011	5.129739
723	0.035096	5.142882
724	0.035182	5.15599
726	0.035268	5.169163
727	0.035356	5.182205
729	0.035443	5.195311
730	0.035531	5.20848
732	0.03562	5.22152
734	0.035708	5.234623
735	0.035798	5.247788
737	0.035888	5.260826
738	0.035979	5.273926
740	0.03607	5.286994
742	0.036161	5.300029
743	0.036254	5.313127
745	0.036346	5.326192
746	0.036439	5.339225
748	0.036532	5.352227
749	0.036626	5.36529
751	0.036721	5.378322
753	0.036817	5.391322
754	0.036912	5.404384
756	0.037008	5.417321
757	0.037105	5.43032
759	0.037201	5.44338
761	0.037299	5.456317
762	0.037397	5.469314
764	0.037495	5.482372
765	0.037594	5.495308
767	0.037693	5.508305
768	0.037793	5.521271
770	0.037893	5.534206
772	0.037993	5.547201
773	0.038095	5.560077
775	0.038196	5.573101
776	0.038298	5.586006
778	0.0384	5.598971
780	0.038503	5.611905
781	0.038607	5.62481
783	0.038711	5.637686
784	0.038814	5.65062
786	0.038919	5.663525
787	0.039025	5.676401
789	0.03913	5.689335
791	0.039235	5.70224
792	0.039342	5.715116
794	0.039449	5.727963
795	0.039556	5.740868
797	0.039664	5.753744
798	0.039772	5.766592
800	0.03988	5.779497
802	0.039989	5.792374
803	0.040098	5.805222
805	0.040208	5.818042
806	0.040318	5.83092
808	0.040429	5.843769
810	0.040539	5.85659
811	0.040651	5.869383
813	0.040763	5.882233
814	0.040875	5.895055
816	0.040987	5.907849
817	0.0411	5.9207
819	0.041213	5.933523
821	0.041326	5.946319
822	0.041441	5.959087
824	0.041555	5.971911
825	0.04167	5.984709
827	0.041786	5.997478
828	0.041901	6.010221
830	0.042017	6.02302
832	0.042134	6.035791
833	0.042251	6.048536
835	0.042368	6.061336
836	0.042485	6.074109
838	0.042603	6.086856
839	0.042722	6.099576
841	0.04284	6.112351
843	0.042959	6.1251
844	0.043079	6.137822
846	0.043199	6.150518
847	0.043319	6.163268
849	0.043439	6.175993
850	0.04356	6.188691
852	0.043681	6.201444
854	0.043803	6.214171
855	0.043925	6.226872
857	0.044047	6.239546
858	0.04417	6.252276
860	0.044293	6.264979
862	0.044416	6.277657
863	0.044541	6.290309
865	0.044664	6.303015
866	0.044789	6.315695
868	0.044915	6.32835
869	0.045039	6.341059
871	0.045165	6.353742
873	0.045291	6.3664
874	0.045417	6.379033
876	0.045543	6.391719
877	0.045671	6.404302
879	0.045798	6.417016
880	0.045926	6.429627
882	0.046053	6.442292
884	0.046182	6.454931
885	0.04631	6.467545
887	0.04644	6.480136
888	0.046569	6.492778
890	0.046699	6.505396
891	0.046829	6.51799
893	0.046959	6.530636
895	0.04709	6.543257
896	0.047221	6.555855
898	0.047352	6.568428
899	0.047484	6.581053
901	0.047616	6.593654
902	0.047748	6.60623
904	0.047881	6.618783
906	0.048014	6.631388
907	0.048147	6.643969
909	0.048281	6.656525
910	0.048416	6.669134
912	0.04855	6.681643
913	0.048685	6.694204
